image_number,image,text,egyptian
205.0,1248357227_2b4175fc39.jpg,ثلاثة أطفال ينظرون إلى الماء على ضفاف البحيرة, تلاتة ولاد بيبصوا على الماية على ضفة البحيرة
206.0,1248734482_3038218f3b.jpg,صورة مقربة لفتاة شابة ذات قميص وردي ترقد على العشب, صورة قريبة لبنت صغيرة لابسة قميص وردي نايمة على العشب
207.0,124881487_36e668145d.jpg,رجل يركب دراجة أسفل تلة صخرية, راجل بيدوس دراجة تحت تل صخري
208.0,1248940539_46d33ed487.jpg,يلعب ثلاثة أطفال في الرمال بالقرب من الشاطئ, تلاتة ولاد بيلعبوا في الرمال قريب من الشاطئ
209.0,1248953128_24c9f8d924.jpg,تلعب فتاة صغيرة في ثوب ملون بكرة القدم الزرقاء والحمراء, بنت صغيرة لابسة فستان ملون بتلعب بكورة قدم زرقا وحمرا
210.0,124972799_de706b6d0b.jpg,كلب يلعب مع القط المختبئ تحت مقاعد البدلاء, كلب بيلعب مع قطة مخبية تحت مقاعد البدلاء
211.0,1251558317_4ef844b775.jpg,شخص بالغ وطفل يجلسان على دراجة نارية تابعة للشرطة, شخص كبير وطفل قاعدين على دراجة نارية تابعة للشرطة
212.0,1252396628_eb81d3905b.jpg,رجل يركب الدراجة الترابية في مسار, راجل بيدوس دراجة ترابية في مسار
213.0,1252787177_4b08625897.jpg,ثلاثة أزواج من الملابس الداخلية ذات الألوان المختلفة تتدلى من حبل الغسيل مع الناس والسيارات في الخلفية, تلاتة أزواج من الملابس الداخلية بألوان مختلفة متدلية من حبل الغسيل مع ناس وسيارات في الخلفية
214.0,125319704_49ead3463c.jpg,شخص يقف بجانب الدراجة, شخص واقف جنب الدراجة
215.0,1253264731_e7c689eca5.jpg,فتاة في قميص مرجاني مع نظارات تبتسم, بنت لابسة قميص مرجاني مع نظارات بتبتسم
216.0,1253275679_e955fb7304.jpg,صبي صغير يرتدي قميصا أبيض وأسود, ولد صغير لابس قميص أبيض وأسود
217.0,1255504166_f2437febcb.jpg,صبي يلعب في بحيرة, ولد بيلعب في بحيرة
218.0,1258913059_07c613f7ff.jpg,ثلاثة أشخاص يجلسون على مقعد للنزهة في الخارج مع مظلة, تلاتة أشخاص قاعدين على كرسي نزهة بره مع مظلة
219.0,1259936608_e3f0064f23.jpg,يلعب الأطفال في نافورة ماء, ولاد بيلعبوا في نافورة مية
220.0,1260816604_570fc35836.jpg,شخص يقود سيارة حمراء, شخص بيسوق عربية حمرا
221.0,1262077938_8b9516c273.jpg,فتاة ذات محفظة سوداء جالسة على مقعد خشبي, بنت معاها شنطة سودا قعدة على كرسي خشبي
222.0,1262454669_f1caafec2d.jpg,فتاة في قميص أبيض تجلس على مقعد في الحديقة مع كلب بجانبها, بنت لابسة قميص أبيض قعدة على كرسي في الحديقة مع كلب جنبها
223.0,1262583859_653f1469a9.jpg,راكب الدراجة النارية يتمتع بالقهوة, راكب دراجة نارية بياكل قهوة
224.0,1263126002_881ebd7ac9.jpg,طفلة تحاول أن تخرج من سريرها الأخضر, طفلة بتحاول تخرج من سريرها الأخضر
225.0,1263801010_5c74bf1715.jpg,رجل يرتدي سترة حمراء, راجل لابس جاكيت أحمر
226.0,1267711451_e2a754b4f8.jpg,كلب أبيض وأسود يحمل عصا كبيرة, كلب أبيض وأسود شايل عصاية كبيرة
227.0,1269470943_ba7fc49b4d.jpg,صبي مستلقٍ على العشب, ولد نايم على العشب
228.0,1271210445_7f7ecf3791.jpg,احتفال بعيد الميلاد يقام لفتاة تبلغ الخامسة من العمر, احتفال بعيد ميلاد لبنت عندها خمس سنين
229.0,1271960365_e54033f883.jpg,كلب أسود يركض خلف كلب أسود آخر يحمل كرة, كلب أسود بيجري ورا كلب أسود تاني شايل كرة
230.0,1273001772_1585562051.jpg,مجموعة من الأطفال في نافورة ماء, مجموعة ولاد في نافورة مية
231.0,127450902_533ceeddfc.jpg,أربعة أشخاص يسيرون في الثلج, أربعة أشخاص ماشيين في الثلج
232.0,127488876_f2d2a89588.jpg,شجرة في المقدمة  رجلان يلعبان الجولف في الخلفية, شجرة في المقدمة وراجلان بيلعبوا جولف في الخلفية
233.0,127490019_7c5c08cb11.jpg,فتاة تستعد لدخول النادي, بنت بتجهز تدخل النادي
234.0,1277185009_06478dd457.jpg,رجل بدون قميص يسير على لكثير من الصخور, راجل من غير قميص ماشي على كتير من الصخور
235.0,1277743944_f4e8c78403.jpg,صبي في سترة حمراء يركض على الشاطئ, ولد لابس جاكيت أحمر بيجري على الشاطئ
236.0,1280147517_98767ca3b3.jpg,قارب على بحيرة, قارب على بحيرة
237.0,1280320287_b2a4b9b7bd.jpg,اثنين من الفتيان يتزلجان, اتنين ولاد بيتزلجوا
238.0,1282392036_5a0328eb86.jpg,مجموعة من الناس في الزي في معرض نهضة, مجموعة ناس لابسين لبس في معرض نهضة
239.0,12830823_87d2654e31.jpg,الناس يحدقون في السمك البرتقالي, ناس بيبصوا على سمك برتقالي
240.0,1285067106_2adc307240.jpg,صبي في الأبيض يلعب البيسبول, ولد لابس أبيض بيلعب بيسبول
241.0,1285874746_486731a954.jpg,امرأة أفريقية أمريكية تقف في الحشد, ست افريقية أمريكية واقفة في الزحمة
242.0,1286408831_05282582ed.jpg,صبي صغير يتسلق مجموعة اللعب في الفناء الخلفي, ولد صغير بيتسلق مجموعة لعب في الفناء الخلفي
243.0,1287064529_aa4e4f3c31.jpg,كلب أسود في الثلج, كلب أسود في الثلج
244.0,1287073593_f3d2a62455.jpg,مجموعة من الكلاب تسحب شخصاً على مزلق فوق تل, مجموعة كلاب بتسحب شخص على مزلق فوق تل
245.0,1287475186_2dee85f1a5.jpg,صبي يجلس في الماء, ولد قاعد في الماية
246.0,1287920676_d21a0b289b.jpg,كلب أبيض مع أحزمة حمراء عليه ينظر إلى الخلف, كلب أبيض مع أحزمة حمرا عليه بيبص لورا
247.0,1287931016_fb015e2e10.jpg,كلب أسود وأبيض على الثلج, كلب أسود وأبيض على الثلج
248.0,1287982439_6578006e22.jpg,كلب كبير بني يقفز في الماء ويفتح فمه, كلب كبير بني بيقفز في الماية وفاتح بوقه
249.0,1288909046_d2b2b62607.jpg,كلب بني يقفز إلى بركة سباحة في الحديقة," كلب بني بيقفز في بركة سباحة في الحديقة 
"
250.0,128912885_8350d277a4.jpg,كلب يقفز على كرة حمراء على العشب,كلب بيقفز على كرة حمرا على العشب
251.0,1289142574_2bd6a082dd.jpg,صبي يقفز من طاولة نزهة إلى أخرى,ولد بيقفز من ترابيزة نزهة لتانية
252.0,1290894194_8a4ffdc7eb.jpg,امرأة في لباس أحمر وكلب صغير يتحدث إلى فتاة صغيرة,ست لبسة احمر وكلب صغير بيتكلم مع بنت صغيرة
253.0,1294578091_2ad02fea91.jpg,فنانة تعرض الرسم الخاص بها وتوقع ورقة,فنانة بتعرض الرسم بتاعها وبتوقع ورقة
254.0,1295669416_21cabf594d.jpg,فتاة ترتدي ثوبا أحمر وأسود مع بنطلون أسود تجلس على الحائط,بنت لبسة فستان احمر واسود مع بنطلون اسود قاعدة على الحيط
255.0,1295671216_cde1b9c9d1.jpg,رجل في البلوز الأزرق يلتقط صورة,راجل في بلوزة زرقا بيصور
256.0,1295698260_e10c53c137.jpg,حشد من الناس ينظرون إلى شيء خارج الإطار  رجل يأخذ صورة,زحمة ناس بتبص على حاجة بره الصورة راجل بياخد صورة
257.0,129599450_cab4e77343.jpg,راكب في الجبال يرتدي علم أمريكا,راكب في الجبال لابس علم امريكا
258.0,1296412797_85b6d2f8d6.jpg,طفلة تتأرجح من ذراعيها بينما يشاهد طفل آخر,بنت صغيرة بتتارجح من دراعها بينما طفل تاني بيتفرج
259.0,1296770308_3db2022f5a.jpg,فتاة تجلس على مقعد بار,بنت قاعدة على كرسي بار
260.0,1298295313_db1f4c6522.jpg,صبي في سترة زرقاء يقفز في الماء,ولد في جاكيت ازرق بيقفز في الميه
261.0,1298866571_b4c496b71c.jpg,رجل آسيوي يعطي العين الشريرة للكاميرا,راجل اسيوي بيعمل عين شريرة للكاميرا
262.0,1299459550_1fd5594fa2.jpg,صبي في ثياب السباحة,ولد في لبس سباحة
263.0,1299459562_ed0e064aee.jpg,ثلاثة أولاد يلعبون في رذاذ الماء,تلاتة ولاد بيلعبوا في رذاذ الميه
264.0,1301140633_046e4e8010.jpg,صبي في قميص أزرق مع الأوساخ على وجهه,ولد في قميص ازرق مع تراب على وشه
265.0,130211457_be3f6b335d.jpg,رجل يضع ذراعيه حول امرأتين تمتثلان لصورة معه,راجل حاطط دراعه حوالين ستين بيتسماحوا في صورة معاه
266.0,1302657647_46b36c0d66.jpg,رجل يتدلى من القضبان في الهواء الطلق,راجل متدلي من القضبان في الهواء الطلق
267.0,1303335399_b3facd47ab.jpg,قام طفل صغير بالتزحلق على زحلوقة برتقالية,طفل صغير بيزلج على زحليقة برتقالية
268.0,1303548017_47de590273.jpg,فتاة تقف على مسار القطار بالقرب من محطة,بنت واقفة على مسار القطر قريب من محطة
269.0,1303550623_cb43ac044a.jpg,فتاة تقف حافية على مسارات السكة الحديدية,بنت واقفة حافية على مسارات السكة الحديد
270.0,1303727066_23d0f6ed43.jpg,رجل يلبس علامة سلام على قميصه يبتسم,راجل لابس علامة سلام على قميصه بيبتسم
271.0,1303727828_d1052ee341.jpg,رجل يرتدي قبعة الريش,راجل لابس قبعة ريش
272.0,1304100320_c8990a1539.jpg,الكلبان يركضان في حقل من الزهور,الكلبين بيجرى في حقل من الزهور
273.0,1304961697_76b86b0c18.jpg,طفلين على ألواح التزلج يلوحان لبعضهما البعض,طفلين على ألواح التزلج بيشاوروا لبعض
274.0,1305564994_00513f9a5b.jpg,قاد المتسابقان الدراجة البيضاء على الطريق,الراكبين بيجرى على دراجة بيضا في الطريق
275.0,1306145560_1e37081b91.jpg,كلب أسود يسبح في الماء,كلب اسود بيسبح في الميه
276.0,1307635496_94442dc21a.jpg,طفل يمر عبر حقل,طفل بيعدي من حقل
277.0,1308472581_9961782889.jpg,فتاة ضاحكة تحمل دلوًا في المحيط,بنت ضاحكة شايلة دلو في المحيط
278.0,1308617539_54e1a3dfbe.jpg,صبي يقفز إلى المحيط,ولد بيقفز في المحيط
279.0,1309330801_aeeb23f1ee.jpg,يلعب الأطفال على الترامبولين,الولاد بيلعبوا على الترامبولين
280.0,1311132744_5ffd03f831.jpg,كلب أسود ورمزي يركض في الحقل,كلب اسود ورمادي بيجرى في الحقل
281.0,1311388430_4ab0cd1a1f.jpg,شخص معلق في الهواء من خطوط الكهرباء,شخص متعلق في الهوا من خطوط الكهربا
282.0,1312020846_5abb4a9be2.jpg,اثنين من الجراء الصغيرة تطارد بعضها البعض على جدار حجري,اتنين من الجراء الصغيرة بيطاردوا بعض على حيط حجر
283.0,1312227131_771b5ed201.jpg,الكلاب تعمل في الصباح المشمس,الكلاب بتجرى في الصبح المشمس
284.0,1312954382_cf6d70d63a.jpg,فتاة ترتدي فستان أخضر وبرتقالي تمشي في الشارع حاملة بالون,بنت لبسة فستان اخضر وبرتقالي ماشية في الشارع شايلة بالون
285.0,1313693129_71d0b21c63.jpg,صبي وفتاة يقفون على ضفة النهر,ولد وبنت واقفين على ضفة النهر
286.0,1313961775_824b87d155.jpg,طفلة عائمة ترتدي سترة نجاة,بنت صغيرة طافية لبسة سترة نجاة
