image_number,image_number,image,text,egyptian,Moroccan
147,147,1160441615_fe6b3c5277.jpg,تسير ثلاث فتيات تحت حاجز على طريق تحيط به الأشجار,تلات بنات ماشيين تحت حاجز على طريق محوطه شجر,ثلاثة ديال البنات كيمشيو تحت واحد حاجز ف واحد طريق محاطة بالأشجار
148,148,1163282319_b729b24c46.jpg,فتاة ترتدي قبعة حمراء وشورتاً بألوان فاتحة  تجلس على صخرة في الخارج,بنت لابسة قبعة حمرا وشورت بألوان فاتحة قاعدة على صخرة بره,واحدة بنت لابسة قبعة حمراء و شورت بألوان فاتحة كاقعدة على صخرة ف برا
149,149,116409198_0fe0c94f3b.jpg,رجل يأكل قرب خيمة في الثلج,"راجل بياكل قريب خيمة في التلج 
"," واحد راجل كياكل قرب واحد خيمة ف الثلج
"
150,150,1164131282_b30926f332.jpg,اثنين من الكلاب يتصارعان مع بعضها البعض,اتنين كلاب بيتخانقوا مع بعض,جوج ديال الكلاب كيتقاتلو مع بعضياتهم
151,151,1164765687_7aca07bbe7.jpg,رجل في قميص أحمر يعطي ألعاب لكلب صغير,راجل لابس قميص أحمر بيدّي ألعاب لـ كلب صغير,راجل لابس قميص أحمر كيعطي لعب لواحد الكلب صغير
152,152,1167662968_e466f1e80a.jpg,رجل مع حلقة الأنف,راجل عنده خاتم في خرم أنفه,راجل عندو حلقة فأنفو
153,153,1167669558_87a8a467d6.jpg,رجل يلبس الأصفر,راجل لابس أصفر,راجل لابس لباس أصفر
154,154,1167908324_8caab45e15.jpg,رجل يقف بجانب مجموعة من ألعاب الفيديو في حانة,راجل واقف جنب مجموعة ألعاب فيديو في كافيه,راجل واقف جنب مجموعة ديال ألعاب الفيديو فواحد البار
155,155,1169307342_e7a4685a5c.jpg,كلب كبير بني يلعب مع كلب رمادي أصغر على العشب,كلب كبير بني بيلعب مع كلب رمادي أصغر على العشب,كلب كبير بني كيلعب مع واحد الكلب رمادي صغير فالعشب
156,156,1174525839_7c1e6cfa86.jpg,فتاة تقفز في الهواء بجانب المحيط,بنت بتقفز في الهوا جنب البحر,بنت كتقفز فالهوا جنب البحر
157,157,1174629344_a2e1a2bdbf.jpg,حشد من الناس يسيرون على رصيف مزدحم,زحمة ناس ماشيين على الرصيف,جمهور ديال الناس كيمشيو فواحد الرصيف مزدحم
158,158,1176580356_9810d877bf.jpg,كلب كبير يمسك كرة على أنفه,كلب كبير ماسك كرة على أنفه,كلب كبير كيمسك كورة فأنفو
159,159,1177994172_10d143cb8d.jpg,صبيان يرشان بعضهما ببعض بالماء,ولاد بيهرشوا بعض بالمايه,ولاد صغار كيرشيو بعضياتهم بالماء
160,160,1178705300_c224d9a4f1.jpg,كلب بني يقفز في بركة خلف كرة,كلب بني بيقفز في بركة ورا كرة,كلب بني كيقفز فواحد البيركة ورا كورة
161,161,118187095_d422383c81.jpg,يدفع الآباء الأطفال الصغار في سيارات حمراء,أبوين بيدفعوا ولاد صغار في عربيات حمرا,الوالدين كيدفعو الولاد الصغار فسيارات حمراء
162,162,118309463_a532b75be9.jpg,فريق البيسبول الأولاد يرتدون زيهم الرسمي,فريق بيسبول ولاد لابسين لبسهم الرسمي,فريق البيسبول ديال الولاد لابس لباسهم الرسمي
163,163,1184967930_9e29ce380d.jpg,كلب بني يركض عبر العشب والزهور,كلب بني بيجري على العشب والزهور,كلب بني كيجري فالعشب والزهور
164,164,1187435567_18173c148b.jpg,كلب صغير باللونين البني والأسود,كلب صغير بني وأسود,كلب صغير باللونين بني وأسود
165,165,1187593464_ce862352c6.jpg,كلب يمر عبر حقل عشبي بعصا في فمه,كلب بيعدّي في حقل عشبي ومعاه عصاية في بقه,كلب كيمشي فواحد الحقل عشبي وعندو عصا ففمو
166,166,1189977786_4f5aaed773.jpg,كلب يقفز في حمام السباحة,كلب بيقفز في حمام السباحة,كلب كيقفز فواحد الباسين
167,167,1191338263_a4fa073154.jpg,سيدة تجلس بجوار إعلان,ستّ بتقعد جنب إعلان,سيدة كتقعد جنب واحد الإعلان
168,168,1193116658_c0161c35b5.jpg,فتاة رتركب الدراجة الهوائية الأحادية العجلة,بنت بتركب عربية بـ عجلة واحدة,بنت كتركب واحد الدراجة أحادية العجلة
169,169,119534510_d52b3781a3.jpg,رجل في قميص بني يجلس على منصة ويقرأ,راجل لابس قميص بني قاعد على منصة وبيقرأ,راجل لابس قميص بني كيقعد فواحد المنصة وكيقرا
170,170,1197800988_7fb0ca4888.jpg,شخص يجلس على طاولة خلف شجرة,واحد قاعد على ترابيزة ورا شجرة,واحد الشخص كيقعد على طاولة ورا شجرة
171,171,1198194316_543cc7b945.jpg,زوجان يمشيان على رصيف,زوجين ماشيين على الرصيف,زوجين كيمشيو فواحد الرصيف
172,172,1204996216_71d7519d9a.jpg,صبي ينام على مقعد طاولة نزهة,ولد نايم على كرسي ترابيزة نزهة,وليد كينام على مقعد طاولة نزهة
173,173,1206506157_c7956accd5.jpg,الكلاب تتقاتل في العشب على لعبة,كلاب بتتخانق على العشب على لعبة,الكلاب كيتقاتلو فالعشب على لعبة
174,174,1207159468_425b902bfb.jpg,صبي يمتثل لصورة وفي الخلفية يتعلق رجل بحبل,ولد بيقف لـ صورة وراجل متعلق في حبل في الخلفية,وليد كيتصوّر وف الخلفية كاين واحد الراجل معلق فحبل
175,175,1211015912_9f3ee3a995.jpg,فتاة في ثوب بني يحيط بها الأطفال,بنت لابسة فستان بني حواليها ولاد,بنت لابسة ثوب بني محاطة بالولاد
176,176,1213336750_2269b51397.jpg,رجل يرتدي سترة سوداء يأخذ صورة لرجل يرتدي سترة حمراء,راجل لابس جاكيت أسود بياخد صورة لراجل لابس جاكيت أحمر,راجل لابس سترة سوداء كياخد صورة لواحد الراجل لابس سترة حمراء
177,177,1215334959_b1970965f7.jpg,عائلة تجلس على مقعد بالقرب من الشاطئ,عيلة قاعدين على كرسي جنب الشاطئ,عائلة كتقعد على مقعد قريب من الشاطئ
178,178,121800200_bef08fae5f.jpg,تسلق مجموعة من متسلقي الصخور جدارًا صخريًا في إحدى الغابات,مجموعة متسلقين صخور بيتسلقوا حيط صخري في غابة,مجموعة ديال متسلقي الصخور كيتسلقو جدار صخري فواحد الغابة
179,179,121971540_0a986ee176.jpg,يتسلق رجلان القارب,اتنين رجالة بيتسلقوا القارب,رجلين كيتسلقو القارب
180,180,1220401002_3f44b1f3f7.jpg,طفلان يضحكان في العشب,اتنين ولاد بيضحكوا على العشب,وليدين كضحكو فالعشب
181,181,1222322358_225067636e.jpg,صبي في قميص أحمر وأبيض على الأرجوحة,ولد لابس قميص أحمر وأبيض على الأرجوحة,وليد لابس قميص أحمر وأبيض على الأرجوحة
182,182,1224851143_33bcdd299c.jpg,صبي يأكل بملعقة,ولد بياكل بملعقة,وليد كياكل بملعقة
183,183,1225443522_1633e7121f.jpg,فتاة تمشي لوحدها في الليل في أحد الشوارع,بنت ماشية لوحدها في الليل في شارع,بنت كتمشي بوحدها فليل فواحد الشارع
184,184,1227655020_b11a1bb112.jpg,كلب أسود وكلب أسمر يلعبان في أعشاب ضارة,كلب أسود وكلب أسمر بيلعبوا في عشب,كلب أسود وكلب أسمر كيلعبو فواحد الأعشاب الضارة
185,185,1229756013_94663527d7.jpg,كلب بني يقفز في الهواء على سهل بني,كلب بني بيقفز في الهوا على سهل بني,كلب بني كيقفز فالهوا على سهل بني
186,186,1231229740_8dcbf80bfb.jpg,ينام الطفل ذو الملابس الرمادية على وسادة حمراء,طفل لابس لبس رمادي نايم على مخدة حمرا,وليد لابس لباس رمادي كينام على وسادة حمراء
187,187,1232148178_4f45cc3284.jpg,طفلة تعلب في حديقة,بنت بتلعب في حديقة,بنت صغيرة كتلعب فواحد الحديقة
188,188,1234293791_6566284bcd.jpg,فتاة في خوذة ركوب الخيل,بنت لابسة خوذة ركوب خيل,بنت لابسة خوذة ركوب الخيل
189,189,1234817607_924893f6e1.jpg,رجل كوري يبيع الصودا,راجل كوري بيبيع صودا,راجل كوري كيباع الصودا
190,190,1235580648_7eebaed9bc.jpg,رجلين في القبعات العالية يعبسون للكاميرا,اتنين رجالة في قبعات عالية زعلانين من الكاميرا,رجلين لابسين قبعات عالية كيعبسو للكاميرا
191,191,1235681222_819231767a.jpg,شخص في قميص أزرق يجلس وراء شخصين يجلسان على مقعد خشبي,واحد لابس قميص أزرق قاعد ورا اتنين قاعدين على كرسي خشبي,واحد الشخص لابس قميص أزرق كيقعد ورا جوج ديال الناس كيقعدو على مقعد خشبي
192,192,1235685934_be89b231fb.jpg,رجل في النظارات الشمسية,راجل في نظارة شمس,راجل لابس نظارات شمسية
193,193,1236951314_0308dc4138.jpg,صبي في ثوب السباحة يقفز إلى بركة مع رجل أصلع,ولد لابس مايوه بيقفز في بركة مع راجل أصلع,وليد لابس ثوب سباحة كيقفز لواحد البيركة مع واحد الراجل أصلع
194,194,1236964638_1808784a3c.jpg,صبي يقفز من لوحة الغوص الى بركة,ولد بيقفز من لوحة غوص في بركة,وليد كيقفز من لوحة الغوص لواحد البيركة
195,195,1237985362_dbafc59280.jpg,سيدة تحمل فتاة صغيرة تحاول التقاط فقاعات,ستّ شايلة بنت صغيرة بتحاول تمسك فقاعات,سيدة كتحمل بنت صغيرة كتحاول تمسك فقاعات
196,196,123889082_d3751e0350.jpg,كلب أسمر يعض أذن كلب رمادي,كلب أسمر بيعض أذن كلب رمادي,كلب أسمر كيعض أذن كلب رمادي
197,197,123997871_6a9ca987b1.jpg,الفتيات يرتدين الزي الرياضي,بنات لابسين لبس رياضي,البنات لابسين لباس رياضي
198,198,1240297429_c36ae0c58f.jpg,كلب يجري في حقل,كلب بيجري في حقل,كلب كيجري فواحد الحقل
199,199,124195430_d14028660f.jpg,حصان أسمر ومهر أسود على الشاطئ,"حصان أسمر ومهر أسود على الشاطئ
"," حصان أسمر ومهر أسود على الشاطئ
"
200,200,1244140539_da4804d828.jpg,كلب بني وأسود ينام سجادة أشعث,كلب بني وأسود نايم على سجادة مشرشحة,كلب بني و أسود نايم على سجادة خشن
